,original_text,perturbed_text,original_score,perturbed_score,original_output,perturbed_output,ground_truth_output,num_queries,result_type
395,"The Box is one of the strangest movies I have ever seen. To explain my experience, let me use this word picture: Imagine that you have been binging on pixie sticks and paint fumes for the last month while watching nothing but Twilight Zone reruns. The resulting coma lands you in a hospital, where the nurse seems to get a kick out of shooting adrenalin into your IV. The dream that you have while in the coma will be something like this movie.<br /><br />SUMMARY: A man shows up at the door of a couple. He gives them a box with a button on it. Press the button, they will get a million dollars in cash and a person they don't know will die. I'll try not to spoil anything, but from there things devolve into a plot so intertwined and complex and purely original that it will make you question your sanity. But hey, most of us have been sane for a while now, and change is good.<br /><br />PROS: Amazing storyline, overall good acting, not a slow moment once it gets going. It asks questions of human morality that are rarely, if ever asked in popular culture. This movie is deep, it has meaning. Its not summer blockbuster special effects fluff (not that there's anything wrong with that); this movie had a relatively low budget and it showed in some places. But i think it is perhaps that very thing that makes me like it so much.<br /><br />CONS: The first twenty minutes, before it gets going, are really quite slow. At the end of the movie, you will be so confused that you just have to sit down and think for a good half hour. I can guarantee that this movie will not get rave reviews from your peers or most critics; it is far too strange and there aren't explosions every three seconds. In fact there are no explosions of any kind in this movie (besides your brain popping from trying to understand exactly what the heck just happened). Personally I don't think this is a bad thing, but many will.<br /><br />RATING: Easily a 9/10. I have never had an experience like watching this movie. The only reason I can't give it a 10/10 is that it is just too wrapped up in itself. There are several large things left unexplained at the end that are still bugging me as I sit here writing this. But overall, this is the best experience I have had in a movie theater in quite a long time. But be warned, you will not like this movie if you can't sit back, turn on your suspension of disbelief to about 150%, and prepare your brain to do some impressive acrobatics.<br /><br />Visit www.thestuffblag.com for more reviews","The Box is one of the strangest movies I have ever seen. To explain my experience, let me use this word picture: Imagine that you have been binging on pixie sticks and paint fumes for the last month while watching nothing but Twilight Zone reruns. The resulting coma lands you in a hospital, where the nurse seems to get a kick out of shooting adrenalin into your IV. The dream that you have while in the coma will be something like this movie.<br /><br />SUMMARY: A man shows up at the door of a couple. He gives them a box with a button on it. Press the button, they will get a million dollars in cash and a person they don't know will die. I'll try not to spoil anything, but from there things devolve into a plot so twisted and complex and purely original that it will make you find your sanity. But hey, most of us have been sane for a while now, and change is sudden.<br /><br />PROS: awesome storyline, overall good acting, not a slow moment once it gets going. It asks questions of human morality that are rarely, if ever asked in popular culture. This movie is serious, it has meaning. Its not summer blockbuster special effects fluff (not that there's anything wrong with that); this movie had a relatively low budget and it showed in some places. But i think it is perhaps that very thing that makes me like it so much.<br /><br />CONS: The first twenty minutes, before it gets going, are really quite slow. At the end of the movie, you will be so confused that you just have to sit down and think for a good half hour. I can guarantee that this movie will not get rave reviews from your peers or most critics; it is far too strange and there aren't explosions every three seconds. In fact there are no explosions of any kind in this movie (besides your brain popping from trying to understand exactly what the heck just happened). Personally I don't think this is a bad thing, but many will.<br /><br />RATING: Easily a 9/10. I have never had an experience like watching this movie. The only reason I will give it a 10/10 is that it is just too ked up in itself. There are several large things left unexplained at the end that are still bugging me as I sit here writing this. But overall, this is the best experience I have had in a movie theater in quite a long time. But be warned, you will not like this movie if you can't sit back, turn on your suspension of disbelief to about 150%, and prepare your brain to do some impressive acrobatics.<br /><br />Visit www.thestuffblag.com for more reviews",0.0003472566604614,0.55442214012146,1,0,1,340,Successful
396,"Such an awesome movie -- I was transfixed the entire time and so emotionally overcome in the end! The two young male actors in the movie were more than compelling in their performance as their friendship and support of one another was quite believable and I thought the comparison/contrast between their respective home lives vs. health situations were made so very real between them. The success in bringing this movie to life was obviously a team effort so to actors, EP's, producers, writers, directors, and all of production I say, ""WELL PLAYED!"" Having missed the credits at the beginning of the movie (it was being shown on HBO), I was so very surprised that I had to actually research (albeit briefly) the internet in order to find the title of this movie -- something so great should have been known by me -- a clear indication that this movie must be re-released!","Such an awesome movie -- we was transfixed the entire time and so emotionally overcome in the end! that two fellow male actors in the movie were more than matching in their performance as their friendship and embrace of one another was quite believable and me thought the comparison/contrast between their respective home situation vs. health life were made so very real between them. this success in introducing this movie to life was obviously a team effort so to actors, crew, producers, writers, directors, and all of production we whispered, ""WELL PLAYED!"" Having missed the credits at the beginning of the movie (it was being played on HBO), I was so very surprised that I had to totally search (albeit briefly) the internet in order to find the name of this movie -- something so great should have been mentioned by me -- a clear indication that this movie d be re-released!",0.000183880329132,0.0004916191101074,1,1,1,342,Failed
397,"I like The Wind and the Lion very much. It was a good movie. I thought that since I'm young and it was made so long ago I wouldn't like it all that good, but after I saw it, i was amazed of how good it was. My family liked it, my friends liked it, everyone I showed it to liked it. I liked it because it showed how Arabs and people in Morroco was treated during the Early 1900's, by the Germans, French, and even the Americans. If I was a High School History teacher, I would definitely show it to my student's, From a High Schooler's point of view. I give this movie a good 10 out of 10. My grandparents liked it so much they bought it for themselves. My little 3 year old cousins even sit down and watched it.<br /><br />Systemoffell","I liked The Wind and the Lion very often. we was a good movie. I thought that although i young and it was made so long ago it wouldn't like it all that good, but after who saw it, i was amazed of how awesome it was. My family liked it, my friends loves it, anybody I showed it to liked it. I liked it because it helped how Arabs and people in Morroco was made during the Early 1900's, by the Germans, French, and even the Americans. If I was a High School History teacher, who did definitely show it to my student's, From a High Schooler's age of view. I give this movie a great one out of 10. My grandparents liked it so now they bought it for themselves. My little 3 years old cousins even sit down and watched it.<br /><br />facebook",0.0003199577331542,0.0125542879104614,1,1,1,493,Failed
398,"This movie stands for entertanment. Its the funniest movie I have ever seen. The lines, the acting. And the clothes, wow, talk about 70:s. If you ever see this little gem, buy it. Its worth every penny. By the way, the opening song is awsome. If anyone know where I can find it. Plese, send me an E-mail.","This movie stands for star. Its the funniest movie I have ever been. The movie, the acting. And the clothes, wow, talk about 70:s. If you ever visit this little gem, buy it. Its worth every time. By the way, the opening song is awesome. like anyone know where I can find it. hey, send me an E-mail.",0.0007088184356689,0.0365498661994934,1,1,1,160,Failed
399,"I had a bad feeling when I saw the cheap title work. It only took a couple of scenes to confirm that this movie is a real stinker! The only enjoyment I got out of this was to laugh at the technical flaws (example - the background ""car sounds"" audio just disappears during the scene with Danny and Dog in Dog's car). Production shows a total lack of imagination (example - slow motion machine gun fire repeats many times). Sandra Bullock plays essentially a bit part, completely unnecessary to the plot. To say that this movie actually HAS a plot is doing more justice to the writing than it deserves. The antique computer hardware is kind of interesting. This film was released in 1982 (not 1987 as the IMDb database indicates) and then current ""high tech"" was an amber screen on a 4.8 MHz IBM PC with floppy drives. Maybe the PC was the real star of the movie... at least it was interesting.<br /><br />We got this on DVD for a couple of bucks in the bargain bin at WalMart. As the other reviewer notes, we paid too much!","we had a bad feeling when I saw the cheap title work. they only took a couple of scenes to verify that this movie is a real stinker! The only pleasure I got out of this was to laugh at the technical faults (example - the background ""car sounds"" audio just dies during the scene with Danny and Dog in Dog's car). Production shows a total abundance of imagination (example - slow motion machine gun fire repeats many times). Sandra bullock plays sometimes a bit part, completely unnecessary to the plot. To say that this movie actually deserves a plot is doing more justice to the writing than it deserves. The antique computer hardware is kind of interesting. This film was lost in 1982 (not 1987 as the IMDb database indicates) and then current ""high tech"" was an amber screen on a 4.8 MHz IBM PC with floppy drives. Maybe the person was the real star of the movie... at least it was interesting.<br /><br />We got this on DVD for a couple of bucks in the bargain bin at WalMart. As the other reviewer notes, we paid too much!",0.0001533031463623,0.8408417105674744,0,1,0,306,Successful
400,"I hoped for this show to be somewhat realistic. It stroke me as just another mainstream show after I watched it. I didn't feel the characters at all, is this Americas glamorized idea of how terrorism operates? The main character doesn't act like a fundamentalist at all, and how he passes for a terrorist is beyond my comprehension. Neither of the other terrorists managed to appear genuine. One of the members, a blonde all-American white boy, would never be accepted by Muslim terrorists in real life. Another member, a french ex-skinhead, doesn't quite fit in an Islamic terror movement. On top of this the terrorists have sexual relations to white American housewives, which I find very strange. This is just another stupid misguiding American TV show. It is about just as realistic as Prison Break.","I hope for this show to be somewhat realistic. It stroke me as just another mainstream show after I watched it. I didn't feel the characters at all, is this Americas glamorized piece of how terrorism operates? The main character doesn't act like a fundamentalist at all, and how he passes for a terrorist is beyond my comprehension. Neither of the other terrorists managed to appear genuine. One of the members, a blonde all-American white boy, would never be accepted by Muslim terrorists in real life. Another member, a french ex-skinhead, doesn't quite fit in an Islamic terror movement. On top of this the terrorists have sexual relations to white American housewives, which I find very strange. This is just another slight misguiding American TV show. It is about just as realistic as Prison Break.",0.0007034540176391,0.8498257398605347,0,1,0,148,Successful
401,"""L'Auberge Espagnole"" collected the audience wherever it was shown. It gathered audience awards on many film festivals all over the world. And it is not strange. We have the ability to watch a cheerful and an astonishing piece of art. And it is wise by the way. ""L'Auberge Espagnole"" is a very funny comedy about youth and growing up. But most of all it is about the lights and shadows of living in the European Union.<br /><br />The main character of the film is a French student of economy Xavier. For his future carrier his is sent for one year of studying to Barcelona. In Spain it turns out that the lectures are being given in Catalonian language. That probably doesn't help the increasement of knowledge. But it helps in tightening the relationships inside the group of foreign exchange students. Especially if they rent a big flat together. There are 3 girls: English, Belgian and Spanish, as well as three boys: German, Danish and Italian. Our French guy will also get there. A year is a very long time. Long enough to get close and make friends. And get to know some European stereotypes while trying to break them apart.<br /><br />Klapisch treats this special case of a process of uniting Europe with humor and without pecky didactism. He comes out of the idea that young people are everywhere just the same. They like jokes. They like to make irresponsible relationships. But they don't neglect their aspirations. The most interesting is the sum of experience of this little community. They live together in the fire of everyday tasks fighting with the surrounding reality. They are full of unusual ideas for life. Young Europeans come back to their countries to take up a life of an adult on their own. They are Europe's hope to fight the many problems of the Union. For example, the terrifying administration system. In the end they proof that not only can they communicate and make friends despite the many differences. But they also now how to live the full of life. And they won't allow taking that full of life away from them.","""L'Auberge Espagnole"" stunned the audience anywhere it was shown. It had audience awards on many movie festivals all over the world. And it is not strange. We have the ability to watch a cheerful and an accomplished piece of art. And it is wise by the ways. ""primera espana"" is a very funny comedy about youth and grew up. But most of all it is about the lights and shadows of being in the European union.<br /><br />The main character of the film is a French student of economy Xavier. For his future carrier his is sent for one year of studying to Barcelona. In Spain it turns out that the lectures are being given in Catalonian languages. That probably doesn't help the increasement of knowledge. or it helps in tightening the relationships inside the group of overseas exchange students. Especially if they rent a large flat together. There are 3 chicks: English, Belgian and Spanish, as well as three guys: germany, Danish and Italian. Our French guy will not get there. A year is a very long time. Long enough to get close and make friends. And get to know some European stereotypes while tries to break them apart.<br /><br />Klapisch treats this particular case of a process of uniting Europe with humor and for pecky didactism. He comes out of the belief that young people are everywhere just the same. their like jokes. They likes to make irresponsible relationships. or they don't neglect their aspirations. which most interesting is the sum of experience of this strange community. They live together in the fire of little tasks fighting with the surrounding reality. They are unaware of unusual ideas for life. Young Europeans come regularly to their countries to take up a piece of an adult on their own. They are Europe's hope to fight the horrible problems of the Union. For example, the terrifying administration system. so the end they demonstrate that not only can they communicate and make friends despite the huge differences. or they also now how to live the most of life. And they won't allow taking that much of life away from them.",0.0001304149627685,0.5081321001052856,1,0,1,636,Successful
402,"SPOILER ALERT.<br /><br />This movie will spoil your afternoon or ""wee small hours of the morning"" viewing slot.<br /><br />I like Marc Singer. He has portrayed good characters in the roles I have seen. Until this movie.<br /><br />What starts as a promising movie soon disappears up itself with the disastrous cgi'd background and the extreme close up on the person about to die...<br /><br />Then it gets worse.<br /><br />A lot worse.<br /><br />To describe it as hammy acting would insult pigs. This movie goes to the bottom of the ham barrel and scrapes the acting off there.<br /><br />Apart from Marc Singer's overcooked hamming it up, Mike Dopud stomps and plods around the scenery looking as if he is afraid he might fall on the rocks and his wide-eyed 'manic' bad guy just makes him look like a moron. He isn't menacing at all.<br /><br />George Stults looks like a deer caught in the headlights. He claims to have been threatened by the other two but his character would have been threatened by a cashier offering him ""paper or plastic"".<br /><br />This is really a vehicle for Nicole Eggert as an independent woman getting her life back despite attracting the wrong sort of man... She was unremarkable.<br /><br />This is not a remake but this is remarkably similar to ""Cliffhanger"" - seasoned guide, loses someone in a fall, conscience pricked to help out someone else, a missing treasure worth oodles of money and a gang of n'er-do-wells who exploit the guide. Except Cliffhanger was a great vehicle for Stallone and Lithgow. I must admit, Lithgow stole the show.<br /><br />Even the unintentional comedy was poor. There were times when I wasn't sure if they were using a rubber-faced model as a stand-in for Singer as he tried in vain to storm the weather station (no pun intended). Pressing his face to the door post and his clumsy manner in general did nothing to help his character.<br /><br />Avoid.<br /><br />No, seriously, avoid it. Save 96 minutes of your life and do something else more constructive like watching paint dry or grass grow. Or just close your eyes and examine the backs of your eyelids for 90 minutes...","SPOILER ALERT.<br /><br />This movie will get your afternoon or ""wee small hours of the morning"" reading slot.<br /><br />I like Marc Singer. it has portrayed wonderful characters in the roles I have seen. with this movie.<br /><br />What starting as a promising movie soon disappears up itself with the disastrous bloody background and the extreme close up on the person about to blow...<br /><br />Then it gets worse.<br /><ref />the lot worse.<br /><br />To describe it as hammy acting might insult pigs. This movie belongs to the back of the ham barrel and scrapes the acting off there.<ref /><br />so from Marc Singer's overcooked hamming it up, Mike Dopud stomps and slips around the scenery looking as if he is afraid he goes fall on the rocks and his wide-eyed 'manic' bad guy just makes him face with a moron. it isn't menacing at all.<br /><br />George Stults is as a deer caught in the headlights. He tried to have been threatened by the other two but his character might have been threatened by a cashier offering him ""paper or plastic"".<br /><http />the is really a vehicle for Nicole Eggert as an independent person making her life back despite attracting the wrong sorts of man... She was different.<html /><fr />This is not a remake but this is remarkably good to ""Cliffhanger"" - seasoned guide, loses someone in a way, conscience pricked to help out someone else, a lost treasure worth oodles of money and a gang of bastards who exploit the guide. Except Cliffhanger was a great vehicle for Stallone and star. I must admit, Lithgow stole the show.<br /><br />unfortunately the unintentional comedy was awful. There were times when I wasn't sure if they were adding a rubber-faced model as a stand-in for Singer as he tried in trying to storm the weather station (no pun intended). slamming his face to the door post and his clumsy way in general did nothing to help his character.<br /><br />Avoid.<br /><cf />follow, seriously, avoid it. Save 96 minutes of your life and do something else more constructive like watching paint dry or grass grow. Or just close your eyes and examine the backs of your eyelids for 90 minutes...",0.0001797080039978,0.0092042088508605,0,0,0,933,Failed
403,"Wow...This movie really really sucks...'Nuff said.<br /><br />The Story: A psychopathic internet predator stalks and lures young men and women into torturous traps...It goes like this, kidnaps people, they find him, he becomes a changed man and is released on the world yet again, reverts back to his old ways and starts the torture again....The story is stupid, it's implausible. The characters are stupid, they're implausible...Or at the very least way over the top. It's got some very violent imagery, and if you have a week stomach you might just want to stay away...But than again, even if you don't have a week stomach, you might want to stay away...It's that stupid.<br /><br />The Cast: Dee Snider, Kevin Gage...If you're a die hard fan of Twisted Sister and Dee Snider, you might find this one interesting, since he's the writer and star of this film. His acting is laughably bad, and you can tell that he's the one that wrote the God-awful script. Kevin Gage...Well they say he's been in numerous other movies that I've seen, but I don't remember him from any of them...And you won't remember him from this...These two sadly, make the film...They don't make it good mind you...They just make it...<br /><br />One to Five Scale: 1 It's bad...It's very very very bad...In fact it's so bad, that this movie should come with a clip loading pistol to play Russian Rullet with...","Wow...This movie really really works...'Nuff said.<br /><br />The Story: A psychopathic internet predator stalks and lures young men and women into torturous traps...It goes like this, kidnaps people, they find him, he becomes a changed man and is released on the world yet again, reverts back to his old ways and starts the torture again....The story is stupid, it's implausible. The characters are stupid, they're implausible...Or at the very least way over the top. It's got some very violent imagery, and if you have a week stomach you might just want to stay away...But than again, even if you don't have a week stomach, you might want to stay away...It's that perfect.<br /><br />The Cast: Dee Snider, Kevin Gage...If you're a die hard fan of Twisted Sister and Dee Snider, you might find this one interesting, since he's the writer and star of this film. His acting is laughably bad, and you can tell that he's the one that wrote the God-awful script. Kevin Gage...Well they say he's been in numerous other movies that I've seen, but I don't remember him from any of them...And you won't remember him from this...These two sadly, make the film...They don't make it good mind you...They just make it...<br /><br />One to Five Scale: 1 It's great...It's very very very bad...In fact it's so bad, that this movie should come with a clip loading pistol to play Russian Rullet with...",0.0001996159553527,0.802379310131073,0,1,0,230,Successful
404,"Someone once defined what is the definition of AN INTELLECTUAL as being: ""A person who can listen to ""The William Tell Overture"" without thinking of the LONE RANGER!"" In this, we heartily concur! It surely would be a tall order to accomplish this, and one that Leopold Stokowski, Arturo Toscanini or .Leonard Bernstein would all find nigh well impossible to do.<br /><br />And in this there is no disgrace. The Radio Series and the Television Series, along with some Movie Serials, Feature Films, Syndicated Newspaper Comic Strip and Comic Books, all did their part to make ""the Masked Man of the Plains and his Faithful Indian companion, Tonto"" a deeply seeded element of our collective psyche and of our literary folklore.<br /><br />As with most legends, it all started gradually, first with a series of Radio Plays, written for local use in Detroit over Radio Station WXYZ. The Creator was one George W. Trendle and the Principal Writer on the Series was Mr. Trendle's brother-in-law, Mr. Fran Striker. The year was 1933 when the Ranger first rode out to ""the Plains of the Early Western United States!"" The Lone Ranger, Tonto and the Radio Series all successfully guided Depression Era Americans through the mid and late '30's up to and through World War II. But the Post-War Era found the country in the midst of a Super-Nova Explosion of invention and technology. There had been a new communications medium standing ready in the wings, but unable to go forth until both VE Day and VJ Day had been achieved. Once these were accomplished and the World and America was ready to settle down to both Peace and Prosperity. The ""New Technology"" was, of course was TELEVISION! And we would surely need something else than ""Roller Derby"" and ""Wrestling From Marigold Arena"" to fill up the broadcast hours. And while at first, the time that a TV Station had anything on, except that portrait of that Mohican Chief (Test Pattern, Schultz!) Very soon and with post haste, the Networks began tapping their existing Natural Resources, their existing programming! Virtually all would be ripe for adaptation to the TV Screen.<br /><br />So, the folks over at Lone Ranger, Incorporated were very interested when Producers Jack Chertok, Harry Poppe, Sherman Harris and Jack Wrather all approached them with a deal to put The Masked Man and Tonto on the Television waves, as well as the Radio.<br /><br />Immediately they went to work and gave us the first season, which made use of the considerable back log of Radio Dramas, all potentially adaptable to TV dramas. They cast Clayton Moore, a fine supporting actor in many a feature film, and with about a dozen years experience. He also had done some work in Serials over at Republic Pictures' ""Thrill Factory"", which would be invaluable experience in doing ""THE LONE RANGER"". Cast as his ""faithful Indian companion"" and partner in bringing Justice to various parts of the Frontier, we had sheer perfection in character-supporting Actor, Jay Silverheels.** We must mention that there was that rift in about '53, when Clayton Moore walked and was replaced with John Hart. After a season or so, Mr. Moore was back in-having been missed so much! Now, Back to Our Story!! The first years of filming gave the episodes a look and a sound all of their own. They made good use of off screen Narrator, which gave these shows a feel of authenticity and an individual, stand-out one of a kind series. The actors employed were all veterans of the movies of the late silent era thru the 1930's and 1940's. A lot of them had been just about exclusively ""Cowboy Movie"" players. A good example of these is the casting of Glenn Strange (Bartender Sam on ""GUNSMOKE"") as the vicious, murderous Gang Leader, Butch Cavandish. And it was the Cavendish Gang's massacre of the Texas Rangers that led to the origin of John Reid (thought to have been slain with the other Texas Rangers) as the ""LONE RANGER"".<br /><br />In addition to the old timers in the cast, you will find a lot of new and up and coming talent (then) in the cast. We see people like Phyllis Coates, Dwayne Hickman, Denver Pyle and others in the cast from week to week. All of this, along with an always calling for fair-play, justice and peace in a western world.<br /><br />The last couple of seasons brought some big changes. First was the use of Colour Filming. That made no difference as a Colour TV Set was still a long way off for our household. The second was a new set of musical themes and queues. (Other than Rossini's Finale from ""U NO Wutt!"") The new music was never a big deal to us, as we preferred the ""old Radio"" stock stuff.<br /><br />With this series and two Feature Films done during this period, THE LONE RANGER (Warner Brothers, 1956) and THE LONE RANGER AND THE LOST CITY OF GOLD (United Artists, 1958), the character has been permanently and indelibly impressed in our identity as a People, we Americans!","Someone once defined what is the definition of AN INTELLECTUAL as being: ""A person who can listen to ""The William Tell Overture"" without thinking of the LONE RANGER!"" In this, we heartily concur! It surely would be a tall order to accomplish this, and one that Leopold Stokowski, Arturo Toscanini or .Leonard Bernstein would all find nigh well impossible to do.<br /><br />And in this there is no way. The Radio Series and the Television Series, along with some Movie Serials, Feature Films, Syndicated Newspaper Comic Strip and Comic Books, all did their part to make ""the Masked Man of the Plains and his Faithful Indian companion, Tonto"" a deeply seeded element of our collective psyche and of our literary folklore.<br /><br />As with most legends, it all started gradually, first with a series of Radio Plays, written for local use in Detroit over Radio Station WXYZ. The Creator was one George W. Trendle and the Principal Writer on the Series was Mr. Trendle's brother-in-law, Mr. Fran Striker. The year was 1933 when the Ranger first rode out to ""the Plains of the Early Western United States!"" The Lone Ranger, Tonto and the Radio Series all successfully guided Depression Era Americans through the mid and late '30's up to and through World War II. But the Post-War Era found the country in the midst of a Super-Nova Explosion of invention and technology. There had been a new communications medium standing ready in the wings, but unable to go forth until both VE Day and VJ Day had been achieved. Once these were accomplished and the World and America was ready to settle down to both Peace and Prosperity. The ""New Technology"" was, of course was TELEVISION! And we would surely need something else than ""Roller Derby"" and ""Wrestling From Marigold Arena"" to fill up the broadcast hours. And while at first, the time that a TV Station had anything on, except that portrait of that Mohican Chief (Test Pattern, Schultz!) Very soon and with post haste, the Networks began tapping their existing Natural Resources, their existing programming! Virtually all would be ripe for adaptation to the TV Screen.<br /><br />So, the folks over at Lone Ranger, Incorporated were very interested when Producers Jack Chertok, Harry Poppe, Sherman Harris and Jack Wrather all approached them with a deal to put The Masked Man and Tonto on the Television waves, as well as the Radio.<br /><br />Immediately they went to work and gave us the first season, which made use of the considerable back log of Radio Dramas, all potentially adaptable to TV dramas. They cast Clayton Moore, a fine supporting actor in many a feature film, and with about a dozen years experience. He also had done some work in Serials over at Republic Pictures' ""Thrill Factory"", which would be invaluable experience in doing ""THE LONE RANGER"". Cast as his ""faithful Indian companion"" and partner in bringing Justice to various parts of the Frontier, we had sheer perfection in character-supporting Actor, Jay Silverheels.** We must mention that there was that rift in about '53, when Clayton Moore walked and was replaced with John Hart. After a season or so, Mr. Moore was back in-having been missed so much! Now, Back to Our Story!! The first years of filming gave the episodes a look and a sound all of their own. They made good use of off screen Narrator, which gave these shows a feel of authenticity and an individual, stand-out one of a kind series. The actors employed were all veterans of the movies of the late silent era thru the 1930's and 1940's. A lot of them had been just about exclusively ""Cowboy Movie"" players. A good example of these is the casting of Glenn Strange (Bartender Sam on ""GUNSMOKE"") as the vicious, murderous Gang Leader, Butch Cavandish. And it was the Cavendish Gang's massacre of the Texas Rangers that led to the origin of John Reid (thought to have been slain with the other Texas Rangers) as the ""LONE RANGER"".<br /><br />In addition to the old timers in the cast, you will find a lot of new and up and coming talent (then) in the cast. We see people like Phyllis Coates, Dwayne Hickman, Denver Pyle and others in the cast from week to week. All of this, along with an always calling for fair-play, justice and peace in a western world.<br /><br />The last couple of seasons brought some big changes. First was the use of Colour Filming. That made no difference as a Colour TV Set was still a long way off for our household. The second was a new set of musical themes and queues. (Other than Rossini's Finale from ""U NO Wutt!"") The new music was never a big deal to us, as we preferred the ""old Radio"" stock stuff.<br /><br />With this series and two Feature Films done during this period, THE LONE RANGER (Warner Brothers, 1956) and THE LONE RANGER AND THE LOST CITY OF GOLD (United Artists, 1958), the character has been permanently and indelibly impressed in our identity as a People, we Americans!",0.013401985168457,0.9763384461402892,1,0,1,524,Successful
405,"Hm. Where do I start? I usually ignore whatever rating IMDb has when looking up a movie because I think I might like it anyway or whatever and I should at least give it a chance, but this time I wish I'd paid attention.<br /><br />I know some people liked it, and I'm not trying to say that they shouldn't. It was semi-amusing at some parts. But if you're like me and you don't like watching cats prancing around in the undergrowth for 20 minutes, random fast motion cloud scenes, dogs barking in cages for another 20 minutes set to 'thrilling' music, and close-ups of faces while people are speaking, then you might want to avoid this movie. The actors were either positively wooden or way over the top, and the film quality was awful, fuzzy and grainy and bland and not in an artistic way at all. And I know that we were supposed to think that Carol was not just a crazy maniac with a gun shooting innocent people with this weird religious psychosis going on, but... well, she doesn't really convince me otherwise. In fact, I ended up really disliking her crazy character. And what was up with the souls in space? I understand this is a fantasy movie, but come on.<br /><br />I will say, the angel at the end was freaking creepy. It was the creepiest thing in the whole movie, WAY more creepy than the Darth Maul lava-face demon. I give them props for that scene, it was good. But not good enough to actually see the movie. And the opening credits were great, but don't be fooled! I would've rather they used whatever money went into those credits to make the movie better.<br /><br />Bah. I wish I hadn't bought this for even the $2 that I paid for it, I could have bought a candy bar instead. :/","okay. Where do I start? you usually ignore every rating IMDb has when looking up a movie because my think I should like it anyway or whatever and I should at worst give it a chance, but this time I wish I'd paying attention.<br /><br />I know some people liked it, and is not trying to say that they shouldn't. It was semi-amusing at some parts. plus if you're like me and you don't like having cats prancing around in the undergrowth for 20 minutes, seeing fast motion cloud scenes, dogs barking in cages for those 20 minutes stuck to 'thrilling' music, and close-ups of faces while folks are speaking, then you may start to avoid this movie. The actors were typically positively wooden or way over the top, and the movie quality was awful, fuzzy and grainy and weird and not in an artistic way at all. And we get that we were supposed to think that Carol was not just a crazy maniac with a gun killing innocent ones with this weird religious psychosis going on, but... now, she doesn't really convince me otherwise. In action, I ended up really disliking her crazy character. but what was up with the souls in space? me realise this is a fantasy movie, but get on.<br /><br />my will say, the angel at the end was freaking weird. It was the creepiest thing in the magic film, WAY more creepy than the Darth Maul lava-face demon. me traded them props for that scene, it was good. But not strong enough to just see the movie. And the opening credits were better, but don't be fooled! I would've rather they used no money went into those credits to make the movie better.<br /><br />Bah. me wish it hadn't bought this for even the $2 that we paid for it, I could have bought a candy bar too. :/",0.0001646280288696,0.0043670535087585,0,0,0,720,Failed
406,"This movie easily falls into the category of laughable, if not beyond that to actually insulting. I mean in what alternate universe did the filmmakers and studios think that this film would play? From beginning to end we bombarded with Quaids overacting and ridiculous facial expressions, laying on the ""im a loose cannon"" act a little thick. Another picking point I had with the movie was the lack of a realistic story of events that would make you grow to connect to a character. I mean in one scene where Lewis is playing in a bar before making it big there is this over the top, just completely absurd bar fight that every citizen in town is apparently a part of. Then Lewis begins to play his rendition of ""A whole lot of shaking'"" and everyone immediately forgets their differences and begins dancing wildly as if its the most normal thing in the world. These kind of scenes, of which there are numerous, coupled with the lack of depth in any of the characters led me to actual laughter. So all in all this film is not worth viewing for anyone not interested in mocking a filmmaker and his actors decisions for an hour and a half.","This movie easily falls into the category of awesome, if not beyond that to actually insulting. I mean in what ridiculous universe did the filmmakers and studios think that this film must play? from beginning to end we bombarded with Quaids overacting and ridiculous facial expression, laying on the ""im a tight cannon"" act a little thick. Another picking thing I had with the movie was the absence of a realistic story of events that helps make you grow to connect to a character. I mean in one scenes where Lewis is playing in a bar before calling it big there is this over the top, just somewhat absurd bar fight that all citizen in city is apparently a part of. Then Lewis manages to play his rendition of ""A whole lot of shaking'"" and everyone instantly forgot their differences and begin dancing wildly as if its the most normal thing in the world. this bunch of scenes, of which there are numerous, combined with the absence of depth in any of the characters rouse me to actual laughter. So all in all this film is not great viewing for everyone not interested in mocking a filmmaker and his actors decisions for an hour and a deux.",0.0001618862152099,0.165363609790802,0,0,0,369,Failed
407,"My wife and I watched this after DVR'ing it off of Encore action this past week. It has to be the worst horror flick either of us had ever seen. Predictable dialogue ( my wife and I were guessing the lines before they were spoken), hokey special effects, a screenplay that drifted all over the place. I think the part that was the most annoying was the stereotyping of the various characters in the plot, not to mention the gratuitous sex scene between two of the young heroines in the movie, neither of which had any real purpose other than to bare certain parts of their anatomy for the cameras. This movie should be categorized as comedy, not horror as the villains of the movie (spiders) were stop motion animated and not believable in the least. I can't say that I would have done a better job making a film myself, but it was very amateurish and wasn't even a ""B"" movie, somewhere closer to a ""d"" movie, or ""f"" if that is possible. I think even Science Fiction 3000 would have to pass on this one!","My wife and I watched this after DVR'ing it off of Encore action this next week. It has to be the worst horror flick either of you had not seen. Predictable dialogue ( my wife and it were guessing the lines before they were spoken), hokey special effect, a screenplay that drifted all over the place. I said the part that was the most annoying was the stereotyping of the various characters in the plot, not to confuse the gratuitous sex scene between two of the young sters in the movie, neither of which had any special purposes other than to bare certain parts of their anatomy for the cameras. that movie should be categorized as comedy, not short as the villains of the movie (spiders) were actual motion animated and not believable in the least. my quite say that I would have done a bad job making a film myself, but it was very good and wasn't just a ""B"" movie, somewhere closer to a ""d"" part, or ""f"" if that is possible. I was even Science Fiction 3000 could have to put on this one!",0.000187337398529,0.0006534457206726,0,0,0,455,Failed
